latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.41103,72.98917,301.04,0.59,0.53,2025-12-26,2124,N,VIIRS,n,2,287.47,0.82,N,0
21.56729,72.91829,333.95,0.45,0.39,2025-12-27,836,N,VIIRS,l,2,304.61,6.31,D,0
21.73151,72.71659,334.86,0.45,0.39,2025-12-27,836,N,VIIRS,n,2,305.31,4.05,D,0
21.40684,72.98196,300.83,0.47,0.4,2025-12-27,2105,N,VIIRS,n,2,288.71,0.68,N,0
21.40965,72.98721,304.35,0.47,0.4,2025-12-27,2105,N,VIIRS,n,2,288.44,1.01,N,0
21.43653,72.94154,298.9,0.47,0.4,2025-12-27,2105,N,VIIRS,n,2,288.12,0.53,N,0
21.47546,72.92441,330.51,0.4,0.37,2025-12-28,818,N,VIIRS,l,2,304.19,2.61,D,0
21.87346,72.68245,341.25,0.4,0.37,2025-12-28,818,N,VIIRS,n,2,303.77,2.24,D,0
21.8875,72.89545,356.44,0.4,0.37,2025-12-28,818,N,VIIRS,n,2,305.61,5.63,D,0
21.88813,72.89931,337.99,0.4,0.37,2025-12-28,818,N,VIIRS,n,2,306.52,2.8,D,0
21.89087,72.89483,356.25,0.4,0.37,2025-12-28,818,N,VIIRS,l,2,307.93,16.46,D,0
21.8915,72.89867,356.89,0.4,0.37,2025-12-28,818,N,VIIRS,l,2,307.26,9.99,D,0
21.89213,72.90253,356.87,0.4,0.37,2025-12-28,818,N,VIIRS,l,2,306.89,9.99,D,0
21.89276,72.90637,353.18,0.4,0.37,2025-12-28,818,N,VIIRS,n,2,305.12,8.02,D,0
21.89424,72.8942,355.37,0.4,0.37,2025-12-28,818,N,VIIRS,n,2,306.94,16.46,D,0
21.89487,72.89805,356.37,0.4,0.37,2025-12-28,818,N,VIIRS,l,2,305.54,9.99,D,0
21.89549,72.9019,356.33,0.4,0.37,2025-12-28,818,N,VIIRS,l,2,303.88,9.99,D,0
21.43344,72.97563,342.11,0.39,0.37,2025-12-28,2046,N,VIIRS,n,2,290.34,7.29,N,2
21.62309,72.80059,309.4,0.4,0.37,2025-12-28,2046,N,VIIRS,n,2,287.33,0.77,N,0
21.62367,72.79675,333.6,0.4,0.37,2025-12-28,2046,N,VIIRS,n,2,289.55,3.47,N,0
21.7221,72.71926,340.36,0.45,0.47,2025-12-29,759,N,VIIRS,n,2,301.95,2.74,D,0
21.72384,72.75066,330.79,0.45,0.47,2025-12-29,759,N,VIIRS,n,2,303.18,2.5,D,0
21.76411,72.68262,338.91,0.46,0.47,2025-12-29,759,N,VIIRS,n,2,302.12,2.37,D,0
21.7684,72.68166,335.82,0.46,0.47,2025-12-29,759,N,VIIRS,n,2,302.41,3.53,D,0
21.52825,72.81176,367,0.45,0.63,2025-12-30,740,N,VIIRS,h,2,301.68,9.12,D,0
21.56359,72.91572,341.88,0.44,0.62,2025-12-30,740,N,VIIRS,n,2,300.93,3.5,D,0
21.56403,72.91586,345.19,0.44,0.62,2025-12-30,740,N,VIIRS,n,2,301.06,4.4,D,0
21.47876,72.79839,297.39,0.7,0.75,2025-12-30,2149,N,VIIRS,n,2,286.85,0.6,N,0
