latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.3709,72.71949,336.72,0.42,0.61,2023-05-21,904,N,VIIRS,n,2,305,2.3,D,0
21.37239,72.71871,336.61,0.42,0.61,2023-05-21,904,N,VIIRS,n,2,305.3,2.75,D,0
22.04032,72.81282,349.3,0.43,0.62,2023-05-21,904,N,VIIRS,n,2,310.18,6.35,D,0
22.04068,72.81237,351.99,0.43,0.62,2023-05-21,904,N,VIIRS,n,2,310.25,6.36,D,0
22.07617,72.7532,338.51,0.43,0.62,2023-05-21,904,N,VIIRS,l,2,312.66,4.23,D,0
21.55293,72.89045,334.61,0.43,0.46,2023-05-22,845,N,VIIRS,l,2,309.01,2.11,D,0
21.75257,72.65562,342.46,0.42,0.45,2023-05-22,845,N,VIIRS,l,2,314.88,14.85,D,0
21.75304,72.65968,345.44,0.42,0.45,2023-05-22,845,N,VIIRS,n,2,313.95,15.59,D,0
22.01858,72.99686,341.66,0.44,0.46,2023-05-22,845,N,VIIRS,l,2,315.35,4.87,D,0
22.07137,72.74955,347.63,0.43,0.46,2023-05-22,845,N,VIIRS,l,2,318.75,1.82,D,0
22.07701,72.76152,346.91,0.43,0.46,2023-05-22,845,N,VIIRS,l,2,321.35,5.16,D,0
21.90477,72.75558,311.84,0.43,0.46,2023-05-22,2114,N,VIIRS,n,2,296.85,0.8,N,2
21.63818,72.95735,342.08,0.4,0.37,2023-05-23,826,N,VIIRS,n,2,313.55,4.09,D,0
21.64297,72.82382,351.95,0.39,0.37,2023-05-23,826,N,VIIRS,n,2,313.82,13.43,D,0
21.96371,72.7747,346.1,0.39,0.37,2023-05-23,826,N,VIIRS,l,2,317.07,4.48,D,0
21.96706,72.77414,343.9,0.39,0.37,2023-05-23,826,N,VIIRS,l,2,318.85,4.48,D,0
22.03763,72.77793,342.65,0.4,0.37,2023-05-23,827,N,VIIRS,l,2,316.41,8.71,D,0
21.79269,72.64622,316.46,0.4,0.37,2023-05-23,2055,N,VIIRS,n,2,283.54,0.91,N,2
21.79604,72.64686,316.75,0.4,0.37,2023-05-23,2055,N,VIIRS,n,2,285.34,0.91,N,2
21.62535,72.99116,345.36,0.46,0.39,2023-05-24,808,N,VIIRS,n,2,312,7.24,D,0
21.70971,72.82821,339.65,0.47,0.4,2023-05-24,808,N,VIIRS,l,2,313.37,9.78,D,0
21.94005,72.66967,346.59,0.47,0.4,2023-05-24,808,N,VIIRS,n,2,311.36,9.52,D,0
21.94118,72.6728,341.21,0.47,0.4,2023-05-24,808,N,VIIRS,l,2,315.45,10.69,D,0
21.42731,72.9728,336.16,0.58,0.52,2023-05-25,749,N,VIIRS,n,2,304.99,4.5,D,0
21.42857,72.97382,336,0.58,0.52,2023-05-25,749,N,VIIRS,n,2,304.54,6.48,D,0
21.49838,72.83704,332.82,0.59,0.53,2023-05-25,749,N,VIIRS,l,2,302.92,3.76,D,0
21.5,72.83897,330.04,0.59,0.53,2023-05-25,749,N,VIIRS,l,2,302.88,2.22,D,0
21.99027,72.98617,336.78,0.56,0.52,2023-05-25,749,N,VIIRS,n,2,305.79,3.92,D,0
21.6844,72.56091,309.53,0.59,0.53,2023-05-25,2018,N,VIIRS,n,2,295.45,1.09,N,0
