latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.43625,72.70251,334.09,0.57,0.69,2025-02-24,729,N,VIIRS,l,2,304.34,7.01,D,0
21.43634,72.7058,342.78,0.57,0.69,2025-02-24,729,N,VIIRS,n,2,304.18,6.56,D,0
21.69055,72.66075,367,0.57,0.69,2025-02-24,729,N,VIIRS,h,2,303.53,8.29,D,0
21.7084,72.67943,335.38,0.57,0.69,2025-02-24,729,N,VIIRS,n,2,299.88,3.6,D,0
22.01689,72.74436,330.04,0.55,0.68,2025-02-24,910,N,VIIRS,l,2,305,1.93,D,0
21.71237,72.54374,356.39,0.53,0.5,2025-02-25,851,N,VIIRS,n,2,306.59,19.53,D,0
21.81497,72.65865,331.01,0.54,0.51,2025-02-25,851,N,VIIRS,l,2,303.22,2.45,D,0
21.81709,72.66116,331.85,0.54,0.51,2025-02-25,851,N,VIIRS,l,2,304.13,2.56,D,0
21.86,72.6614,347.29,0.54,0.51,2025-02-25,851,N,VIIRS,n,2,308.78,10.31,D,0
21.95779,72.8098,336.46,0.55,0.51,2025-02-25,851,N,VIIRS,n,2,307.02,3.78,D,0
21.68103,72.53444,306.94,0.54,0.51,2025-02-25,2119,N,VIIRS,n,2,292.11,1.75,N,0
21.40821,72.66888,335.42,0.41,0.37,2025-02-27,813,N,VIIRS,l,2,307.42,3.56,D,0
21.61661,72.83181,347.82,0.4,0.37,2025-02-27,813,N,VIIRS,n,2,309.81,6.56,D,0
22.0963,72.63853,335.38,0.41,0.37,2025-02-27,813,N,VIIRS,n,2,307.16,2.32,D,0
21.41096,72.98756,302.79,0.39,0.37,2025-02-27,2042,N,VIIRS,n,2,289.91,0.39,N,0
21.43479,72.97499,308.85,0.4,0.37,2025-02-27,2042,N,VIIRS,n,2,290.62,0.85,N,0
21.57334,72.84119,302.33,0.4,0.37,2025-02-27,2042,N,VIIRS,n,2,291.62,0.52,N,0
21.43394,72.97813,304.31,0.43,0.46,2025-02-28,2023,N,VIIRS,n,2,291.57,0.56,N,0
21.52221,72.78355,313.34,0.44,0.46,2025-02-28,2023,N,VIIRS,n,2,291.7,0.85,N,0
