latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.76674,72.77227,342.92,0.56,0.52,2024-04-25,748,N,VIIRS,n,2,304.46,3.02,D,0
21.7954,72.64872,336.37,0.57,0.52,2024-04-25,748,N,VIIRS,n,2,303.27,14.52,D,2
21.79541,72.64553,334.29,0.57,0.52,2024-04-25,748,N,VIIRS,l,2,304.42,8.44,D,2
21.97673,72.85308,337.79,0.55,0.51,2024-04-25,748,N,VIIRS,n,2,306.57,7.03,D,0
22.04309,72.6719,340.25,0.56,0.52,2024-04-25,748,N,VIIRS,n,2,308.45,12.07,D,0
21.7946,72.64569,306.72,0.56,0.52,2024-04-25,2017,N,VIIRS,n,2,293.84,0.77,N,2
21.76041,72.86761,335.01,0.55,0.68,2024-04-26,729,N,VIIRS,n,2,297.34,2.76,D,0
21.79397,72.65144,334.96,0.55,0.68,2024-04-26,909,N,VIIRS,n,2,303.59,2.2,D,0
21.79596,72.64843,338.2,0.55,0.68,2024-04-26,910,N,VIIRS,n,2,302.32,2.68,D,2
21.37275,72.67879,335.33,0.44,0.38,2024-04-28,832,N,VIIRS,n,2,304.16,3.45,D,0
21.65642,72.83587,341.27,0.45,0.39,2024-04-28,832,N,VIIRS,l,2,311.79,7.28,D,0
21.75647,72.83492,341.87,0.45,0.39,2024-04-28,832,N,VIIRS,l,2,312.97,8.94,D,0
21.78149,72.85791,341.72,0.45,0.39,2024-04-28,832,N,VIIRS,l,2,313.76,0.98,D,0
21.96849,72.97609,337.78,0.46,0.39,2024-04-28,832,N,VIIRS,l,2,311.17,4.3,D,0
22.07224,72.69725,346.21,0.45,0.39,2024-04-28,832,N,VIIRS,l,2,318.23,8.04,D,0
21.43281,72.70767,347.84,0.41,0.37,2024-04-29,813,N,VIIRS,l,2,310.02,19.34,D,0
21.82632,72.95855,344.55,0.4,0.37,2024-04-29,813,N,VIIRS,l,2,317.63,5.26,D,0
