latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.42281,72.81389,349.96,0.55,0.68,2024-04-10,909,N,VIIRS,n,2,298.1,5.89,D,0
21.42476,72.81674,345.82,0.56,0.68,2024-04-10,909,N,VIIRS,n,2,297.54,8.38,D,0
21.79467,72.71687,344.31,0.55,0.68,2024-04-10,909,N,VIIRS,n,2,296.87,6.74,D,0
21.79512,72.72237,344.95,0.55,0.68,2024-04-10,909,N,VIIRS,n,2,296.5,9.89,D,0
21.79676,72.71944,367,0.55,0.68,2024-04-10,910,N,VIIRS,h,2,296.88,10.85,D,0
21.71009,72.79652,338.71,0.45,0.39,2024-04-12,832,N,VIIRS,l,2,313.45,10.61,D,0
21.73245,72.98988,340.19,0.46,0.39,2024-04-12,832,N,VIIRS,l,2,313.63,6.14,D,0
21.37081,72.81477,339.4,0.41,0.37,2024-04-13,813,N,VIIRS,l,2,308.85,4.39,D,0
21.75096,72.74128,336.02,0.4,0.37,2024-04-13,813,N,VIIRS,l,2,309.53,2.31,D,0
21.43296,72.97372,309.62,0.39,0.36,2024-04-13,2042,N,VIIRS,n,2,293.92,0.99,N,0
21.82212,72.95237,335.75,0.44,0.46,2024-04-14,754,N,VIIRS,n,2,303.56,1.78,D,0
21.82634,72.95145,340.23,0.44,0.46,2024-04-14,754,N,VIIRS,n,2,301.74,1.78,D,0
22.07017,72.6648,339.44,0.45,0.47,2024-04-14,754,N,VIIRS,n,2,303.65,7.03,D,0
22.07271,72.66336,344.33,0.45,0.47,2024-04-14,754,N,VIIRS,n,2,303.33,6.31,D,0
21.4318,72.97684,309.44,0.42,0.45,2024-04-14,2023,N,VIIRS,n,2,294.28,0.59,N,0
