latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.71656,72.69956,341.17,0.44,0.38,2023-02-05,833,N,VIIRS,n,2,315.69,12.03,D,0
21.7403,72.60973,338.19,0.43,0.38,2023-02-05,833,N,VIIRS,n,2,305.79,13.25,D,0
21.74381,72.60918,354.18,0.43,0.38,2023-02-05,833,N,VIIRS,n,2,310.05,13.25,D,0
22.03224,72.74975,336.28,0.44,0.39,2023-02-05,833,N,VIIRS,l,2,310.8,2.71,D,0
22.03281,72.75404,335.71,0.44,0.39,2023-02-05,833,N,VIIRS,l,2,308.27,5.32,D,0
21.74667,72.607,296.96,0.44,0.39,2023-02-05,2101,N,VIIRS,n,2,285.45,0.24,N,0
21.75019,72.60771,296.61,0.44,0.39,2023-02-05,2101,N,VIIRS,n,2,285.4,0.24,N,0
21.89816,72.90077,340.69,0.4,0.37,2023-02-06,814,N,VIIRS,n,2,308.41,2.73,D,0
21.479,72.75379,337.5,0.47,0.48,2023-02-07,755,N,VIIRS,n,2,305.17,3.71,D,0
21.49449,72.8575,333.78,0.46,0.47,2023-02-07,755,N,VIIRS,n,2,304.05,2.4,D,0
21.49534,72.86193,334.85,0.46,0.47,2023-02-07,755,N,VIIRS,n,2,306.66,4.41,D,0
21.83818,72.82354,337.1,0.46,0.47,2023-02-07,755,N,VIIRS,l,2,308.39,2.2,D,0
21.84068,72.82186,342.62,0.46,0.47,2023-02-07,755,N,VIIRS,n,2,308.47,3.59,D,0
21.61844,72.82918,335.75,0.46,0.63,2023-02-08,736,N,VIIRS,n,2,303.23,2.54,D,0
21.72589,72.66896,339.09,0.46,0.64,2023-02-08,736,N,VIIRS,n,2,305.92,2.7,D,0
21.72765,72.67,334.11,0.46,0.64,2023-02-08,736,N,VIIRS,n,2,306.49,2.63,D,0
22.09622,72.57086,344.62,0.46,0.64,2023-02-08,736,N,VIIRS,n,2,309.86,4,D,0
21.39667,72.83685,339.55,0.34,0.56,2023-02-09,858,N,VIIRS,n,2,307.48,1.93,D,0
21.71131,72.70767,345.47,0.34,0.56,2023-02-09,858,N,VIIRS,n,2,310.16,2,D,0
21.72003,72.69003,335.7,0.34,0.56,2023-02-09,858,N,VIIRS,l,2,308.42,1.8,D,0
21.90472,72.75697,300.16,0.34,0.56,2023-02-09,2126,N,VIIRS,n,2,286.85,0.34,N,2
