latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.52165,72.83569,348.99,0.47,0.39,2023-04-06,808,N,VIIRS,n,2,310.43,11.14,D,0
21.73692,72.65153,343.15,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,314.97,29.1,D,0
21.74055,72.6508,350.09,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,312.82,13.44,D,0
21.75705,72.74578,340.51,0.47,0.4,2023-04-06,808,N,VIIRS,l,2,314.53,5.98,D,0
21.75783,72.75027,339.91,0.47,0.4,2023-04-06,808,N,VIIRS,l,2,313.34,5.98,D,0
21.80491,72.61121,341.61,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,311.28,3.57,D,0
21.88966,72.75327,342.05,0.47,0.39,2023-04-06,808,N,VIIRS,l,2,313.95,12.39,D,0
22.08142,72.56536,348.3,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,313.73,15.28,D,0
22.08242,72.56776,339.71,0.47,0.4,2023-04-06,808,N,VIIRS,l,2,313.69,17.07,D,0
22.08343,72.55553,349.79,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,313.36,10,D,0
22.08448,72.5579,352.5,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,313.99,18.43,D,0
22.08505,72.56464,348.22,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,315.39,13.54,D,0
22.08606,72.56702,342.45,0.47,0.4,2023-04-06,808,N,VIIRS,l,2,316.45,17.07,D,0
22.08787,72.55936,344.15,0.47,0.4,2023-04-06,808,N,VIIRS,n,2,312.43,10,D,0
22.08868,72.56391,343.56,0.47,0.4,2023-04-06,808,N,VIIRS,l,2,314.61,13.54,D,0
21.7676,72.75147,303.31,0.46,0.39,2023-04-06,2037,N,VIIRS,n,2,272.89,0.39,N,0
21.81929,72.63812,345.73,0.59,0.53,2023-04-07,749,N,VIIRS,n,2,302.53,7.8,D,0
21.90402,72.75297,308.81,0.58,0.52,2023-04-07,2018,N,VIIRS,n,2,291.69,1.22,N,2
21.70399,72.74382,337.99,0.58,0.69,2023-04-08,731,N,VIIRS,n,2,305.23,8.28,D,0
21.75793,72.85568,338.11,0.57,0.69,2023-04-08,731,N,VIIRS,n,2,304.37,3.22,D,0
21.91163,72.81429,335.78,0.56,0.69,2023-04-08,731,N,VIIRS,l,2,307.46,4.06,D,0
21.96779,72.56875,332.37,0.58,0.7,2023-04-08,731,N,VIIRS,l,2,303.26,2.88,D,0
21.96918,72.5744,336.14,0.58,0.7,2023-04-08,731,N,VIIRS,n,2,302.57,2.88,D,0
21.97563,72.57823,340.31,0.58,0.7,2023-04-08,731,N,VIIRS,n,2,303.28,6.22,D,0
21.97689,72.5783,342.65,0.58,0.7,2023-04-08,731,N,VIIRS,n,2,303.41,5.47,D,0
22.09726,72.70829,332.93,0.57,0.69,2023-04-08,731,N,VIIRS,l,2,304.93,3.43,D,0
21.61847,72.93967,330.78,0.55,0.68,2023-04-08,911,N,VIIRS,l,2,304.14,2.14,D,0
21.97248,72.58047,337.48,0.53,0.67,2023-04-08,911,N,VIIRS,l,2,308.01,4.3,D,0
21.90322,72.75627,305.64,0.53,0.67,2023-04-08,2140,N,VIIRS,n,2,289.28,0.72,N,2
22.09116,72.58369,303.06,0.52,0.67,2023-04-08,2140,N,VIIRS,n,2,289.6,0.56,N,0
22.09232,72.58268,302.9,0.52,0.67,2023-04-08,2140,N,VIIRS,n,2,289.27,0.98,N,0
21.46129,72.6656,341.04,0.52,0.5,2023-04-09,852,N,VIIRS,l,2,311.7,9.18,D,0
21.55776,72.78824,340.74,0.54,0.5,2023-04-09,852,N,VIIRS,n,2,306.75,4.17,D,0
22.01797,72.64073,343.6,0.53,0.5,2023-04-09,852,N,VIIRS,n,2,310.16,11.9,D,0
22.0715,72.69784,339.12,0.54,0.51,2023-04-09,852,N,VIIRS,l,2,312.01,11.04,D,0
21.69359,72.60703,311.45,0.53,0.5,2023-04-09,2121,N,VIIRS,n,2,294.98,2.32,N,2
21.47688,72.96544,340.11,0.45,0.39,2023-04-10,833,N,VIIRS,l,2,312.27,4.28,D,0
21.48044,72.9649,344.67,0.45,0.39,2023-04-10,833,N,VIIRS,l,2,314.99,4.28,D,0
21.8009,72.70502,342.01,0.44,0.38,2023-04-10,833,N,VIIRS,l,2,315.58,11.35,D,0
21.93193,72.76254,305.52,0.45,0.39,2023-04-10,2102,N,VIIRS,n,2,295.17,1.37,N,0
