latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.79544,72.64725,334.82,0.57,0.69,2025-05-15,730,N,VIIRS,n,2,289.97,3.1,D,0
21.69395,72.88058,331.98,0.56,0.69,2025-05-15,910,N,VIIRS,n,2,297.29,5.42,D,0
21.39369,72.95269,305.67,0.55,0.68,2025-05-15,1958,N,VIIRS,n,2,288.81,1.55,N,0
21.35461,72.78812,333.34,0.44,0.39,2025-05-17,832,N,VIIRS,n,2,296.22,1.17,D,0
21.35543,72.79075,334.87,0.44,0.38,2025-05-17,832,N,VIIRS,n,2,297.39,1.21,D,0
21.76821,72.76189,334.82,0.44,0.39,2025-05-17,832,N,VIIRS,n,2,300.03,1.83,D,0
21.77562,72.97786,332.39,0.45,0.39,2025-05-17,832,N,VIIRS,n,2,298.8,2.53,D,0
21.89963,72.90724,335.22,0.45,0.39,2025-05-17,832,N,VIIRS,n,2,300.13,1.34,D,0
21.97123,72.85295,334.15,0.4,0.37,2025-05-18,814,N,VIIRS,l,2,302.63,3.71,D,0
21.98426,72.954,340.19,0.4,0.37,2025-05-18,814,N,VIIRS,n,2,300.43,3.35,D,0
21.79025,72.88966,336.8,0.45,0.47,2025-05-19,755,N,VIIRS,n,2,297.01,1.34,D,0
22.02116,72.56328,331.1,0.46,0.47,2025-05-19,755,N,VIIRS,n,2,298.08,1.98,D,0
