latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.96399,72.80373,341.39,0.46,0.63,2023-05-31,736,N,VIIRS,n,2,309.11,4.5,D,0
21.96976,72.80225,345.93,0.46,0.63,2023-05-31,736,N,VIIRS,n,2,308.58,4.5,D,0
22.00874,72.89405,339.99,0.45,0.63,2023-05-31,736,N,VIIRS,n,2,308.07,3.89,D,0
22.07036,72.73725,339.82,0.46,0.63,2023-05-31,736,N,VIIRS,n,2,306.84,4.5,D,0
21.69275,72.72629,343.1,0.33,0.56,2023-06-01,858,N,VIIRS,l,2,313.94,10.54,D,0
21.7195,72.6805,354.48,0.33,0.55,2023-06-01,858,N,VIIRS,n,2,311.23,9.79,D,0
21.71982,72.68375,367,0.33,0.55,2023-06-01,858,N,VIIRS,h,2,313.6,9.79,D,0
21.83303,72.65606,348.94,0.33,0.55,2023-06-01,858,N,VIIRS,n,2,314.24,11.06,D,0
21.83616,72.95488,338.57,0.35,0.56,2023-06-01,858,N,VIIRS,l,2,313.29,3.09,D,0
21.56222,72.91547,314.39,0.35,0.57,2023-06-01,2126,N,VIIRS,n,2,295.2,0.7,N,0
21.56255,72.91519,317.23,0.35,0.57,2023-06-01,2126,N,VIIRS,n,2,295.4,0.77,N,0
21.75165,72.84183,339.64,0.38,0.36,2023-06-03,820,N,VIIRS,l,2,308.3,8.94,D,0
21.8782,72.96017,340.22,0.38,0.36,2023-06-03,820,N,VIIRS,n,2,308.75,4.9,D,0
22.07917,72.78925,334.08,0.56,0.43,2023-06-04,801,N,VIIRS,l,2,306.61,3.73,D,0
