latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.47699,72.87287,332.87,0.57,0.52,2024-12-21,747,N,VIIRS,n,2,298.65,3.12,D,0
21.98683,72.97004,332.96,0.46,0.39,2024-12-24,832,N,VIIRS,n,2,296.72,4.07,D,0
21.62097,72.80128,339.16,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,302.58,5.16,D,0
21.6216,72.80516,337.63,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,303.55,5.62,D,0
21.87116,72.67933,335.14,0.41,0.37,2024-12-25,813,N,VIIRS,n,2,299.45,2.21,D,0
21.8718,72.68324,339.27,0.41,0.37,2024-12-25,813,N,VIIRS,n,2,300.39,2.21,D,0
21.88905,72.89581,356.51,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,300.99,6.59,D,0
21.88968,72.89967,343.68,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,301,3.75,D,0
21.8903,72.90353,346.27,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,300.89,3.75,D,0
21.89242,72.8952,367,0.4,0.37,2024-12-25,813,N,VIIRS,h,2,301.11,6.59,D,0
21.89305,72.89905,355.42,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,300.86,3.75,D,0
21.89367,72.9029,354.55,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,299.51,3.75,D,0
21.89579,72.89456,336.88,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,299.54,2.15,D,0
21.89704,72.90228,335.51,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,299.39,4.37,D,0
22.01364,72.76097,344.7,0.4,0.37,2024-12-25,813,N,VIIRS,n,2,301.44,5.3,D,0
21.63626,72.94894,302.54,0.4,0.37,2024-12-25,2041,N,VIIRS,n,2,289.14,0.55,N,0
