latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.69967,72.58329,343.24,0.47,0.4,2024-02-20,806,N,VIIRS,n,2,306.76,10.02,D,0
21.92497,72.71449,348.66,0.46,0.39,2024-02-20,806,N,VIIRS,n,2,314.83,5.41,D,0
22.04924,72.67697,341.13,0.46,0.39,2024-02-20,806,N,VIIRS,l,2,313.46,6.67,D,0
21.35639,72.93307,342.31,0.57,0.52,2024-02-21,747,N,VIIRS,n,2,294.44,6.84,D,0
21.75064,72.61137,340.85,0.59,0.53,2024-02-21,748,N,VIIRS,n,2,300.94,4.42,D,0
21.8364,72.64125,335.46,0.54,0.68,2024-02-22,909,N,VIIRS,n,2,296,3.39,D,0
21.83967,72.64353,332.27,0.54,0.68,2024-02-22,909,N,VIIRS,n,2,297.78,4.05,D,0
21.50816,72.90036,333.47,0.55,0.51,2024-02-23,850,N,VIIRS,n,2,304.35,1.81,D,0
21.69882,72.64198,340.18,0.53,0.5,2024-02-23,850,N,VIIRS,n,2,307.57,2.91,D,0
21.92381,72.75523,312.79,0.55,0.51,2024-02-23,2119,N,VIIRS,n,2,287.63,1.64,N,0
21.92561,72.75714,304.94,0.55,0.51,2024-02-23,2119,N,VIIRS,n,2,287.61,0.61,N,0
21.47311,72.99178,337.82,0.45,0.39,2024-02-24,831,N,VIIRS,n,2,311.25,3.27,D,0
21.5072,72.76842,337.08,0.44,0.38,2024-02-24,831,N,VIIRS,n,2,310.65,3.21,D,0
21.704,72.95592,338.97,0.45,0.39,2024-02-24,831,N,VIIRS,l,2,311.77,5.89,D,0
21.99865,72.58072,345.96,0.44,0.38,2024-02-24,831,N,VIIRS,n,2,314.42,2.99,D,0
21.47343,72.79807,303.67,0.46,0.39,2024-02-24,2100,N,VIIRS,n,2,285.25,0.65,N,0
