latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.42991,72.82914,335.97,0.43,0.46,2025-04-25,845,N,VIIRS,l,2,310.38,2.16,D,0
21.73323,72.71809,338.82,0.43,0.46,2025-04-25,845,N,VIIRS,l,2,310.75,6.88,D,0
21.96486,72.79681,345.98,0.44,0.46,2025-04-25,845,N,VIIRS,n,2,314.3,6.18,D,0
22.02471,72.68637,348.83,0.43,0.46,2025-04-25,845,N,VIIRS,n,2,318.14,24.34,D,0
22.08032,72.61109,341.81,0.43,0.46,2025-04-25,845,N,VIIRS,l,2,315.81,14.93,D,0
21.795,72.64875,325.6,0.43,0.46,2025-04-25,2113,N,VIIRS,n,2,296.73,3.7,N,2
21.41586,72.97776,340.86,0.4,0.37,2025-04-26,826,N,VIIRS,l,2,314.73,3.62,D,0
21.79405,72.64976,340.81,0.39,0.37,2025-04-26,826,N,VIIRS,l,2,314.7,9.73,D,2
22.07159,72.62298,348.87,0.4,0.37,2025-04-26,826,N,VIIRS,n,2,321.27,14.57,D,0
21.68632,72.5619,310.32,0.4,0.37,2025-04-26,2055,N,VIIRS,n,2,297.97,0.53,N,0
21.91811,72.7617,349.9,0.46,0.39,2025-04-27,807,N,VIIRS,l,2,319.07,14.7,D,0
22.05801,72.61694,345.25,0.47,0.39,2025-04-27,807,N,VIIRS,n,2,318.39,12.42,D,0
21.76246,72.76046,335,0.58,0.52,2025-04-28,748,N,VIIRS,l,2,309.94,2.64,D,0
21.79447,72.64704,314.97,0.58,0.52,2025-04-28,2017,N,VIIRS,n,2,297.41,1.33,N,2
21.82632,72.83471,345,0.56,0.69,2025-04-29,730,N,VIIRS,n,2,304.23,3.36,D,0
21.83042,72.83639,337.58,0.56,0.69,2025-04-29,730,N,VIIRS,n,2,304.54,4.46,D,0
21.89884,72.66381,335.84,0.57,0.69,2025-04-29,730,N,VIIRS,n,2,303.86,3.36,D,0
21.89973,72.66281,335.94,0.57,0.69,2025-04-29,730,N,VIIRS,n,2,303.45,3.85,D,0
22.09675,72.69459,333.84,0.56,0.69,2025-04-29,730,N,VIIRS,l,2,307.01,2.45,D,0
22.08685,72.64449,349.47,0.54,0.68,2025-04-29,910,N,VIIRS,n,2,307.05,4.66,D,0
22.08896,72.64284,351.86,0.54,0.68,2025-04-29,910,N,VIIRS,n,2,306.25,5,D,0
21.39349,72.95154,309.14,0.55,0.68,2025-04-29,1958,N,VIIRS,n,2,295.38,1.45,N,0
21.3982,72.95257,306.89,0.55,0.68,2025-04-29,1958,N,VIIRS,n,2,295.53,1.16,N,0
21.75804,72.71617,307.99,0.57,0.69,2025-04-29,1958,N,VIIRS,n,2,295.66,1.37,N,0
