latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.71508,72.76313,332.42,0.7,0.75,2024-04-05,723,N,VIIRS,n,2,298.37,4.39,D,0
21.72209,72.67339,337.29,0.71,0.75,2024-04-05,723,N,VIIRS,n,2,300.46,2.76,D,0
21.76443,72.61514,330.75,0.71,0.75,2024-04-05,723,N,VIIRS,l,2,301.86,5.68,D,0
21.95856,72.55316,347.03,0.71,0.75,2024-04-05,723,N,VIIRS,n,2,304.63,6.85,D,0
21.43923,72.87021,338.06,0.44,0.63,2024-04-05,903,N,VIIRS,n,2,304.15,3.36,D,0
21.71036,72.76595,331.48,0.44,0.62,2024-04-05,903,N,VIIRS,l,2,305.06,2.54,D,0
21.71094,72.76597,331.71,0.44,0.62,2024-04-05,903,N,VIIRS,l,2,305.14,5.13,D,0
21.71464,72.67843,335.81,0.43,0.62,2024-04-05,903,N,VIIRS,l,2,306.42,2.57,D,0
21.71464,72.67865,335.51,0.43,0.62,2024-04-05,903,N,VIIRS,l,2,306.25,2.88,D,0
21.72042,72.67789,341.66,0.43,0.62,2024-04-05,903,N,VIIRS,n,2,304.72,2.57,D,0
21.72042,72.67812,344.15,0.43,0.62,2024-04-05,903,N,VIIRS,n,2,305.36,2.88,D,0
21.8072,72.66375,338.45,0.43,0.62,2024-04-05,903,N,VIIRS,l,2,309.89,2.47,D,0
21.81987,72.87494,337.28,0.45,0.63,2024-04-05,903,N,VIIRS,l,2,307.38,2.88,D,0
21.82027,72.87935,330.4,0.45,0.63,2024-04-05,903,N,VIIRS,l,2,304.89,1.3,D,0
21.84977,72.81442,336.41,0.44,0.63,2024-04-05,903,N,VIIRS,l,2,308.15,1.85,D,0
21.85498,72.81249,341.14,0.44,0.63,2024-04-05,903,N,VIIRS,n,2,308.54,1.55,D,0
22.03413,72.72047,337.03,0.44,0.62,2024-04-05,903,N,VIIRS,n,2,306.44,3.25,D,0
22.0399,72.72054,356.44,0.44,0.62,2024-04-05,903,N,VIIRS,n,2,306.73,6.76,D,0
22.03995,72.71994,349.23,0.44,0.62,2024-04-05,903,N,VIIRS,n,2,306.91,3.25,D,0
22.04469,72.77752,333.5,0.44,0.63,2024-04-05,903,N,VIIRS,n,2,302.78,2.52,D,0
21.51606,72.76736,333.84,0.44,0.46,2024-04-06,844,N,VIIRS,l,2,307.71,5.96,D,0
21.71873,72.98862,337.3,0.45,0.47,2024-04-06,844,N,VIIRS,l,2,312.08,2.81,D,0
21.73359,72.91607,339.69,0.45,0.47,2024-04-06,844,N,VIIRS,l,2,312.44,2.76,D,0
21.75416,72.60593,346.91,0.43,0.46,2024-04-06,844,N,VIIRS,n,2,314.51,9.85,D,0
21.78101,72.98565,343.84,0.45,0.47,2024-04-06,844,N,VIIRS,n,2,312.35,13.04,D,0
22.07707,72.65075,308.99,0.44,0.46,2024-04-06,2113,N,VIIRS,n,2,292.14,0.9,N,0
21.69336,72.91147,340.02,0.4,0.37,2024-04-07,825,N,VIIRS,l,2,313.68,9.65,D,0
21.76534,72.63587,347.55,0.4,0.37,2024-04-07,825,N,VIIRS,l,2,321.36,12.33,D,0
21.43117,72.97493,313.19,0.41,0.37,2024-04-07,2054,N,VIIRS,n,2,294.09,1.11,N,0
21.72081,72.81459,313.64,0.4,0.37,2024-04-07,2054,N,VIIRS,n,2,295.9,1.05,N,0
21.40978,72.98898,337.33,0.45,0.39,2024-04-08,807,N,VIIRS,l,2,309.15,2.77,D,0
21.80458,72.91991,343.26,0.45,0.39,2024-04-08,807,N,VIIRS,n,2,315.29,7.82,D,0
21.71289,72.92534,308.64,0.44,0.39,2024-04-08,2035,N,VIIRS,n,2,295.18,0.91,N,0
21.73911,72.76262,338.27,0.57,0.52,2024-04-09,748,N,VIIRS,l,2,309.98,10.82,D,0
21.84371,72.69154,340.68,0.57,0.52,2024-04-09,748,N,VIIRS,n,2,309.91,15.18,D,0
