event_id,event_timestamp,event_latitude,event_longitude,weather_timestamp,weather_latitude,weather_longitude,weather_distance_km,u10,v10,wind_speed,wind_direction,time_difference_hours,source
7fd5cbb1-881f-50a9-9ca0-022505581bcd,2023-01-01T07:48:00+00:00,21.72788,72.90686,2023-01-01T08:00:00+00:00,21.75,73.0,9.929594418214062,-0.7096405029296875,-2.095703125,2.212591519357576,18.706969250476277,0.2,ERA5
1ae62e9d-b49e-5f80-9f01-27c0b24d2386,2023-01-01T20:17:00+00:00,21.6834775,72.5326466666667,2023-01-01T20:00:00+00:00,21.75,72.5,8.129501064035567,-1.7914581298828125,-4.181976318359375,4.549532740671492,23.189128290628446,0.2833333333333333,ERA5
33504b50-a84c-5d39-829b-0e42c9e027ee,2023-01-01T21:06:00+00:00,21.37949,72.95348,2023-01-01T21:00:00+00:00,21.5,73.0,14.238869531365227,-1.13751220703125,-2.5018310546875,2.748289039992678,24.44995737090551,0.1,ERA5
9b4e8952-fb54-51ba-b8c1-e067dd855560,2023-01-01T21:06:00+00:00,21.42607,72.96349,2023-01-01T21:00:00+00:00,21.5,73.0,9.047305203895547,-1.13751220703125,-2.5018310546875,2.748289039992678,24.44995737090551,0.1,ERA5
9f6baf4f-8327-5052-bf24-cd8699a91baa,2023-01-02T08:18:00+00:00,21.56251,72.90401,2023-01-02T08:00:00+00:00,21.5,73.0,12.119984110197148,-1.3437347412109375,-1.8245391845703125,2.265958139677281,36.37086475942067,0.3,ERA5
b85aafe7-3be7-5f54-a08d-15b6346410f9,2023-01-02T09:10:00+00:00,21.75424,72.67329,2023-01-02T09:00:00+00:00,21.75,72.75,7.936424357978482,-0.9333953857421875,-2.5428466796875,2.708744392245704,20.156525511205416,0.16666666666666666,ERA5
0b5fe1e4-0514-521e-9113-6f84ed1f0d0c,2023-01-03T08:51:00+00:00,21.407705,72.867675,2023-01-03T09:00:00+00:00,21.5,72.75,15.925870205046774,-0.122406005859375,-4.204193115234375,4.2059746766302055,1.6677080735920526,0.15,ERA5
59bada94-d4f3-5493-a722-1249fe089ae0,2023-01-03T20:28:00+00:00,21.35139,72.91062,2023-01-03T20:00:00+00:00,21.25,73.0,14.589230483839774,-1.8955841064453125,-3.487457275390625,3.969332104055174,28.52599618262019,0.4666666666666667,ERA5
7fc9c1e3-5a90-578c-81d9-be0c743342fc,2023-01-03T20:28:00+00:00,21.60351,72.9931,2023-01-03T20:00:00+00:00,21.5,73.0,11.531887263325803,-2.0908966064453125,-3.432769775390625,4.019422464693146,31.345551894500375,0.4666666666666667,ERA5
827fd5cd-03dd-501c-bc78-48ba0abbb9c3,2023-01-03T20:28:00+00:00,21.90588,72.75584,2023-01-03T20:00:00+00:00,22.0,72.75,10.48298295460044,-2.9356231689453125,-3.538238525390625,4.597500979076235,39.681982636980365,0.4666666666666667,ERA5
8d4de349-959b-5092-aa53-9181f70ea2ca,2023-01-03T20:28:00+00:00,21.6839006666667,72.5329966666666,2023-01-03T20:00:00+00:00,21.75,72.5,8.101853671959233,-3.2266387939453125,-5.301910400390625,6.206565217603303,31.323874699060354,0.4666666666666667,ERA5
