latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
22.0036,72.76927,345.03,0.44,0.46,2024-06-05,844,N20,VIIRS,n,2,304.26,15.38,D,0
22.00408,72.77355,352.36,0.44,0.46,2024-06-05,844,N20,VIIRS,n,2,305.48,25.1,D,0
21.36381,72.73387,348.46,0.4,0.37,2024-06-06,825,N20,VIIRS,n,2,311.61,7.87,D,0
21.58307,72.89346,339.97,0.4,0.37,2024-06-06,825,N20,VIIRS,l,2,311.37,5.09,D,0
21.60346,72.79617,347.63,0.4,0.37,2024-06-06,825,N20,VIIRS,n,2,314.26,11.7,D,0
21.60402,72.8,367,0.4,0.37,2024-06-06,825,N20,VIIRS,h,2,315.06,16.35,D,0
22.01242,72.86321,349.6,0.4,0.37,2024-06-06,825,N20,VIIRS,n,2,316.63,9.16,D,0
22.01297,72.86707,349.57,0.4,0.37,2024-06-06,825,N20,VIIRS,n,2,314.08,3.75,D,0
21.9073,72.68462,309.75,0.4,0.37,2024-06-06,2054,N20,VIIRS,n,2,295.57,0.64,N,0
21.36417,72.65456,337.75,0.47,0.4,2024-06-07,806,N20,VIIRS,l,2,303.66,5.6,D,0
21.6264,72.81318,333.98,0.58,0.52,2024-06-08,747,N20,VIIRS,n,2,296.01,5.95,D,0
