latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.73423,72.78053,345.21,0.59,0.53,2024-03-16,747,N20,VIIRS,n,2,312.64,4.76,D,0
21.7349,72.78249,340.02,0.59,0.53,2024-03-16,747,N20,VIIRS,l,2,311.75,9.03,D,0
21.77334,72.77716,343.83,0.59,0.53,2024-03-16,747,N20,VIIRS,l,2,314.17,13.76,D,0
21.85508,72.66114,350.37,0.54,0.68,2024-03-17,909,N20,VIIRS,n,2,311.51,6.49,D,0
21.85761,72.66415,340.2,0.54,0.68,2024-03-17,909,N20,VIIRS,l,2,310.4,5.96,D,0
21.8653,72.76358,347.09,0.54,0.51,2024-03-18,850,N20,VIIRS,n,2,313.73,6.74,D,0
21.69648,72.63441,346.05,0.43,0.38,2024-03-19,831,N20,VIIRS,n,2,314.14,4.41,D,0
21.69773,72.63448,343.69,0.43,0.38,2024-03-19,831,N20,VIIRS,n,2,312.88,3.78,D,0
21.70123,72.63394,346.78,0.43,0.38,2024-03-19,831,N20,VIIRS,n,2,318.75,22.86,D,0
21.96678,72.81487,345.95,0.44,0.39,2024-03-19,831,N20,VIIRS,l,2,320.35,8.48,D,0
21.45425,72.96929,341.94,0.41,0.37,2024-03-20,812,N20,VIIRS,l,2,313.96,2.86,D,0
21.68127,72.63698,348.64,0.41,0.37,2024-03-20,812,N20,VIIRS,n,2,318.14,11.38,D,0
21.81528,72.66055,346.53,0.41,0.37,2024-03-20,812,N20,VIIRS,l,2,321.35,13.61,D,0
22.06297,72.67146,348.43,0.41,0.37,2024-03-20,812,N20,VIIRS,n,2,321.6,44.9,D,0
22.06636,72.67082,367,0.41,0.37,2024-03-20,812,N20,VIIRS,h,2,334.71,44.9,D,0
22.06974,72.67018,348.31,0.41,0.37,2024-03-20,812,N20,VIIRS,n,2,321.23,10.07,D,0
21.4348,72.97602,309.95,0.4,0.37,2024-03-20,2041,N20,VIIRS,n,2,292.77,1.23,N,0
21.74971,72.66191,307.83,0.41,0.37,2024-03-20,2041,N20,VIIRS,n,2,293.12,0.68,N,0
