latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.70558,72.69488,343.47,0.43,0.46,2023-12-08,844,N20,VIIRS,n,2,300.19,5.73,D,0
21.36749,72.93269,301.56,0.46,0.47,2023-12-08,2113,N20,VIIRS,n,2,290.37,0.5,N,0
22.09041,72.65356,330.73,0.4,0.37,2023-12-09,825,N20,VIIRS,l,2,303.66,1.88,D,0
21.35167,72.86524,304.1,0.41,0.37,2023-12-09,2054,N20,VIIRS,n,2,291.19,0.39,N,0
21.38328,72.65257,330.02,0.48,0.4,2023-12-10,806,N20,VIIRS,n,2,302.73,2.27,D,0
21.72164,72.71584,332.62,0.47,0.4,2023-12-10,806,N20,VIIRS,n,2,303.28,2.48,D,0
21.72241,72.72029,330.51,0.47,0.4,2023-12-10,806,N20,VIIRS,n,2,303.26,2.48,D,0
21.43438,72.97574,313.07,0.44,0.39,2023-12-10,2035,N20,VIIRS,n,2,291.59,1.28,N,0
21.3877,72.93333,298.56,0.55,0.51,2023-12-11,2016,N20,VIIRS,n,2,285.97,0.36,N,0
21.38982,72.9357,300.06,0.55,0.51,2023-12-11,2016,N20,VIIRS,n,2,286.35,0.41,N,0
