latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.49984,72.8543,332.31,0.47,0.39,2024-01-11,806,N20,VIIRS,n,2,304.64,11.95,D,0
21.36942,72.93955,313.74,0.45,0.39,2024-01-11,2035,N20,VIIRS,n,2,292.51,1.15,N,0
21.74248,72.65926,330.37,0.59,0.53,2024-01-12,747,N20,VIIRS,n,2,300.93,3.58,D,0
21.75445,72.64465,336.29,0.6,0.53,2024-01-12,747,N20,VIIRS,n,2,300.53,5.14,D,0
21.40294,72.70293,331.44,0.53,0.5,2024-01-14,850,N20,VIIRS,n,2,304.04,3,D,0
22.04532,72.75793,331.2,0.54,0.51,2024-01-14,850,N20,VIIRS,n,2,303.98,2.7,D,0
21.43352,72.9761,302.04,0.58,0.52,2024-01-14,2119,N20,VIIRS,n,2,285.77,1.46,N,0
21.43359,72.97765,304.6,0.58,0.52,2024-01-14,2119,N20,VIIRS,n,2,285.73,0.74,N,0
21.38133,72.96574,342.38,0.45,0.39,2024-01-15,831,N20,VIIRS,n,2,304.05,10.82,D,0
21.40199,72.66515,342.96,0.43,0.38,2024-01-15,831,N20,VIIRS,n,2,307.63,4.92,D,0
21.5122,72.8382,340.9,0.44,0.38,2024-01-15,831,N20,VIIRS,l,2,311.06,43.65,D,0
21.51873,72.96794,333.78,0.45,0.39,2024-01-15,831,N20,VIIRS,l,2,307.17,3.24,D,0
21.52491,72.71989,338.88,0.44,0.38,2024-01-15,831,N20,VIIRS,n,2,306.27,3.85,D,0
21.96793,72.55219,340.81,0.43,0.38,2024-01-15,831,N20,VIIRS,n,2,309.69,3.7,D,0
21.96849,72.55637,344.72,0.43,0.38,2024-01-15,831,N20,VIIRS,n,2,309.55,9.12,D,0
21.97104,72.55531,345.01,0.43,0.38,2024-01-15,831,N20,VIIRS,n,2,311.74,11.89,D,0
21.99011,72.74656,336.45,0.44,0.38,2024-01-15,831,N20,VIIRS,n,2,309.36,2.26,D,0
21.35943,72.86996,331.5,0.46,0.39,2024-01-15,2100,N20,VIIRS,n,2,286.63,3.34,N,0
