latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.68377,72.53265,312.4,0.43,0.46,2023-01-06,2112,N20,VIIRS,n,2,291.32,1.55,N,0
22.09847,72.62917,304.21,0.43,0.46,2023-01-06,2112,N20,VIIRS,n,2,289.55,0.62,N,0
21.68103,72.53131,311.26,0.4,0.37,2023-01-07,2053,N20,VIIRS,n,2,292.13,0.9,N,0
21.68435,72.53194,311.54,0.4,0.37,2023-01-07,2053,N20,VIIRS,n,2,292.26,1.39,N,0
21.68707,72.53635,302.88,0.4,0.37,2023-01-07,2053,N20,VIIRS,n,2,291.53,0.78,N,0
21.73709,72.67367,333.94,0.47,0.4,2023-01-08,806,N20,VIIRS,n,2,303.35,5.18,D,0
21.74964,72.67729,341.73,0.47,0.4,2023-01-08,806,N20,VIIRS,n,2,305.25,16.27,D,0
21.75308,72.67979,333.76,0.47,0.4,2023-01-08,806,N20,VIIRS,l,2,307.06,23.08,D,0
21.75325,72.67657,339.88,0.47,0.4,2023-01-08,806,N20,VIIRS,n,2,303.72,16.27,D,0
21.68443,72.53267,303.78,0.47,0.4,2023-01-08,2034,N20,VIIRS,n,2,291.24,1.42,N,0
21.37861,72.79967,296.88,0.56,0.52,2023-01-09,2016,N20,VIIRS,n,2,285.22,0.5,N,0
21.68413,72.5306,300.49,0.59,0.53,2023-01-09,2016,N20,VIIRS,n,2,290.22,1.2,N,0
21.36484,72.84721,297.4,0.57,0.69,2023-01-10,2137,N20,VIIRS,n,2,284.46,0.58,N,0
21.68235,72.53113,301.59,0.54,0.68,2023-01-10,2137,N20,VIIRS,n,2,289.83,0.78,N,0
