latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.68705,72.56536,341.66,0.53,0.5,2023-06-20,851,N20,VIIRS,n,2,295.14,4.47,D,0
21.68709,72.56245,338.74,0.52,0.5,2023-06-20,851,N20,VIIRS,n,2,295.46,5.74,D,0
21.68271,72.56291,306.26,0.54,0.51,2023-06-20,2119,N20,VIIRS,n,2,285.72,2.1,N,0
21.68624,72.56911,304.7,0.54,0.51,2023-06-20,2119,N20,VIIRS,n,2,285.5,12.62,N,0
21.6873,72.56399,345.16,0.54,0.51,2023-06-20,2119,N20,VIIRS,n,2,286.26,12.62,N,0
21.68835,72.55887,310.15,0.54,0.51,2023-06-20,2119,N20,VIIRS,n,2,285.15,7.87,N,0
21.68431,72.56194,346.85,0.43,0.38,2023-06-21,832,N20,VIIRS,n,2,301.37,9.77,D,0
21.68546,72.56236,340.64,0.43,0.38,2023-06-21,832,N20,VIIRS,n,2,302.03,32.74,D,0
21.91438,72.68706,350.01,0.44,0.38,2023-06-21,832,N20,VIIRS,n,2,302.8,10.8,D,0
21.91465,72.68703,352.31,0.44,0.38,2023-06-21,832,N20,VIIRS,n,2,302.91,10.88,D,0
21.99507,72.85827,337.59,0.45,0.39,2023-06-21,832,N20,VIIRS,n,2,305.41,5.96,D,0
21.68852,72.56098,302.16,0.44,0.39,2023-06-21,2101,N20,VIIRS,n,2,282.96,0.71,N,0
22.01171,72.86555,337.42,0.4,0.37,2023-06-22,813,N20,VIIRS,l,2,305.33,5.85,D,0
21.64532,72.95603,352.03,0.45,0.47,2023-06-23,754,N20,VIIRS,n,2,300.49,19.12,D,0
21.67528,72.90427,344.52,0.46,0.47,2023-06-23,754,N20,VIIRS,n,2,299.87,6.71,D,0
21.68691,72.56089,336.81,0.48,0.48,2023-06-23,754,N20,VIIRS,n,2,295.47,2.85,D,0
21.6963,72.94484,331.38,0.45,0.47,2023-06-23,754,N20,VIIRS,n,2,300.77,4.31,D,0
