latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.6854,72.53246,333.82,0.39,0.44,2024-01-06,800,N20,VIIRS,n,2,301.88,3.26,D,0
21.43228,72.97768,312.37,0.53,0.42,2024-01-06,2029,N20,VIIRS,n,2,288.74,1.91,N,0
21.68833,72.53217,305.59,0.56,0.43,2024-01-06,2029,N20,VIIRS,n,2,288.71,1.08,N,0
21.43532,72.97659,305.17,0.35,0.56,2024-01-07,2010,N20,VIIRS,n,2,289.05,1.13,N,0
21.43566,72.97322,315.39,0.35,0.56,2024-01-07,2010,N20,VIIRS,n,2,289.2,1.13,N,0
21.68642,72.53053,300.66,0.37,0.58,2024-01-07,2010,N20,VIIRS,n,2,289.03,0.54,N,0
21.91061,72.68195,301.64,0.43,0.62,2024-01-08,2131,N20,VIIRS,n,2,287.54,0.65,N,0
21.49892,72.79711,345.22,0.39,0.37,2024-01-10,825,N20,VIIRS,n,2,297.77,4.81,D,0
21.68573,72.56181,302.02,0.4,0.37,2024-01-10,2054,N20,VIIRS,n,2,291.05,0.39,N,0
21.6874,72.53088,301.99,0.4,0.37,2024-01-10,2054,N20,VIIRS,n,2,291.5,0.62,N,0
