latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.50284,72.71629,344.78,0.45,0.39,2024-05-10,832,N20,VIIRS,n,2,306.87,5.12,D,0
21.61865,72.88228,343.33,0.46,0.39,2024-05-10,832,N20,VIIRS,n,2,306.22,10.5,D,0
21.66394,72.25564,342.42,0.42,0.37,2024-05-11,813,N20,VIIRS,l,2,312.43,16.1,D,0
21.8984,72.89215,339.15,0.4,0.37,2024-05-11,813,N20,VIIRS,l,2,307.42,3.62,D,0
21.40015,72.67478,330.7,0.46,0.47,2024-05-12,754,N20,VIIRS,l,2,301.54,3.95,D,0
21.48589,72.71475,334.65,0.46,0.47,2024-05-12,754,N20,VIIRS,n,2,301.52,3.11,D,0
21.90335,72.68076,340.2,0.45,0.47,2024-05-12,755,N20,VIIRS,n,2,304.4,6.09,D,0
22.00216,72.80593,337.81,0.44,0.46,2024-05-12,755,N20,VIIRS,n,2,302.36,8.31,D,0
22.01238,72.76871,345.84,0.44,0.46,2024-05-12,755,N20,VIIRS,n,2,303.04,11.89,D,0
21.43467,72.97652,309.06,0.42,0.45,2024-05-12,2023,N20,VIIRS,n,2,295,1.03,N,0
22.08145,72.76257,335,0.44,0.62,2024-05-13,736,N20,VIIRS,n,2,298.74,2.2,D,0
22.09455,72.768,332.89,0.44,0.62,2024-05-13,736,N20,VIIRS,n,2,297.76,1.84,D,0
21.59611,72.82152,337.45,0.36,0.57,2024-05-14,857,N20,VIIRS,n,2,302.84,4.82,D,0
21.68555,72.53783,334.46,0.35,0.56,2024-05-14,857,N20,VIIRS,n,2,302.86,3.73,D,0
