latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.74455,72.66047,345.8,0.41,0.37,2023-03-02,812,N20,VIIRS,n,2,315.58,11.9,D,0
21.82683,72.92191,314.88,0.4,0.37,2023-03-02,2041,N20,VIIRS,n,2,290.87,1.08,N,0
21.90786,72.75674,304.01,0.4,0.37,2023-03-02,2041,N20,VIIRS,n,2,291.04,0.35,N,2
21.36609,72.9836,340.53,0.46,0.47,2023-03-03,753,N20,VIIRS,n,2,307.31,3.16,D,0
21.6105,72.88701,333.37,0.46,0.47,2023-03-03,753,N20,VIIRS,n,2,308.12,2.38,D,0
21.9476,72.88827,335.31,0.45,0.47,2023-03-03,753,N20,VIIRS,l,2,309.52,2.37,D,0
22.07468,72.25844,342.32,0.49,0.49,2023-03-03,754,N20,VIIRS,n,2,308.02,4.84,D,0
22.0755,72.2563,346.23,0.49,0.49,2023-03-03,754,N20,VIIRS,n,2,308.12,6.62,D,0
21.45384,72.93886,330.05,0.46,0.64,2023-03-04,735,N20,VIIRS,l,2,303.74,3.35,D,0
21.46002,72.94078,336.48,0.46,0.64,2023-03-04,735,N20,VIIRS,n,2,301.8,4.29,D,0
21.55972,72.97543,330.04,0.46,0.63,2023-03-04,735,N20,VIIRS,n,2,302.55,1.65,D,0
21.62551,72.86694,333.98,0.46,0.64,2023-03-04,735,N20,VIIRS,n,2,301.85,4.44,D,0
21.6818,72.63389,330.3,0.48,0.64,2023-03-04,735,N20,VIIRS,l,2,304.43,1.55,D,0
21.72696,72.7002,332.74,0.47,0.64,2023-03-04,735,N20,VIIRS,l,2,304.48,4.4,D,0
21.7278,72.70229,345.45,0.47,0.64,2023-03-04,735,N20,VIIRS,n,2,305.24,4.47,D,0
21.92059,72.70782,331.29,0.69,0.74,2023-03-04,915,N20,VIIRS,l,2,302.42,7.48,D,0
21.921,72.70773,330.96,0.69,0.74,2023-03-04,915,N20,VIIRS,l,2,301.57,4.45,D,0
21.92665,72.55426,303.68,0.48,0.64,2023-03-04,2003,N20,VIIRS,n,2,289.08,1.23,N,0
21.92245,72.55643,306.66,0.67,0.74,2023-03-04,2144,N20,VIIRS,n,2,289.36,1.5,N,0
21.92522,72.55849,302.7,0.67,0.74,2023-03-04,2144,N20,VIIRS,n,2,289.21,0.95,N,0
21.92676,72.55219,303.01,0.67,0.74,2023-03-04,2144,N20,VIIRS,n,2,288.84,0.95,N,0
21.95843,72.55326,300.8,0.67,0.74,2023-03-04,2144,N20,VIIRS,n,2,288.95,1,N,0
21.92504,72.55964,335.85,0.33,0.56,2023-03-05,856,N20,VIIRS,n,2,303.7,2.43,D,0
21.43624,72.97714,307.74,0.37,0.58,2023-03-05,2125,N20,VIIRS,n,2,290.78,0.56,N,0
21.73917,72.6058,347.08,0.51,0.41,2023-03-06,837,N20,VIIRS,n,2,310.74,14.03,D,0
21.73981,72.61076,351.48,0.51,0.41,2023-03-06,837,N20,VIIRS,n,2,310.34,14.03,D,0
21.68251,72.53406,307.93,0.52,0.42,2023-03-06,2106,N20,VIIRS,n,2,291.41,1.11,N,0
