latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.71131,72.6711,337.78,0.39,0.36,2024-01-26,825,N20,VIIRS,l,2,308.4,1.95,D,0
21.71465,72.67055,343.89,0.39,0.36,2024-01-26,825,N20,VIIRS,n,2,311.52,5.25,D,0
21.7152,72.67433,334.87,0.39,0.36,2024-01-26,825,N20,VIIRS,n,2,309.07,1.85,D,0
21.80783,72.70586,343.6,0.39,0.37,2024-01-26,825,N20,VIIRS,n,2,313.48,8.2,D,0
21.99374,72.53866,334.87,0.39,0.36,2024-01-26,825,N20,VIIRS,l,2,308.44,11.36,D,0
21.43237,72.97579,295.86,0.41,0.37,2024-01-26,2054,N20,VIIRS,n,2,278.52,0.31,N,0
21.68529,72.62308,313.56,0.4,0.37,2024-01-26,2054,N20,VIIRS,n,2,283.4,1.29,N,0
21.56932,72.89265,334.36,0.46,0.39,2024-01-27,806,N20,VIIRS,n,2,304.17,5.61,D,0
21.74202,72.67212,330.74,0.47,0.4,2024-01-27,806,N20,VIIRS,l,2,305.16,3.31,D,0
21.37613,72.76101,299.45,0.45,0.39,2024-01-27,2035,N20,VIIRS,n,2,282.43,0.62,N,0
21.5701,72.94836,331.85,0.57,0.52,2024-01-28,747,N20,VIIRS,n,2,288.87,3.67,D,0
21.96953,72.81172,343.15,0.58,0.52,2024-01-28,747,N20,VIIRS,n,2,292.93,5.58,D,0
21.36052,72.84373,301.99,0.56,0.51,2024-01-28,2016,N20,VIIRS,n,2,267,0.85,N,0
21.39437,72.75434,301.12,0.57,0.52,2024-01-28,2016,N20,VIIRS,n,2,268.4,0.78,N,0
21.93445,72.72021,330.85,0.58,0.7,2024-01-29,729,N20,VIIRS,n,2,300.29,3.35,D,0
21.56267,72.88549,330.05,0.56,0.69,2024-01-29,909,N20,VIIRS,n,2,302.62,2.51,D,0
21.90993,72.53758,331.71,0.53,0.67,2024-01-29,909,N20,VIIRS,n,2,297.72,3.67,D,0
21.5444,72.95816,336.16,0.55,0.51,2024-01-30,850,N20,VIIRS,n,2,304.71,3.55,D,0
21.68241,72.64807,331.33,0.53,0.5,2024-01-30,850,N20,VIIRS,n,2,302.13,1.42,D,0
21.68405,72.66355,337.67,0.53,0.5,2024-01-30,850,N20,VIIRS,n,2,303.5,0.72,D,0
21.68869,72.66297,344.57,0.53,0.5,2024-01-30,850,N20,VIIRS,n,2,302.84,5.66,D,0
21.7614,72.60519,332.2,0.53,0.5,2024-01-30,850,N20,VIIRS,l,2,303.3,5.01,D,0
21.76246,72.60723,340.36,0.53,0.5,2024-01-30,850,N20,VIIRS,n,2,303.49,3.15,D,0
22.05767,72.54384,344.68,0.53,0.5,2024-01-30,850,N20,VIIRS,n,2,307.38,9.89,D,0
