latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.43904,72.82798,341.69,0.43,0.46,2024-02-10,844,N20,VIIRS,n,2,301.53,4.28,D,0
21.44326,72.82742,341.13,0.43,0.46,2024-02-10,844,N20,VIIRS,n,2,305.74,3.05,D,0
21.54473,72.92194,340.36,0.44,0.46,2024-02-10,844,N20,VIIRS,n,2,304.88,8.11,D,0
21.62637,72.81351,332.41,0.43,0.46,2024-02-10,844,N20,VIIRS,l,2,303.72,3.19,D,0
21.71659,72.63038,337.45,0.42,0.45,2024-02-10,844,N20,VIIRS,n,2,301.96,2.17,D,0
21.68053,72.53394,308.28,0.43,0.46,2024-02-10,2113,N20,VIIRS,n,2,290.02,0.52,N,0
21.46448,72.89964,333.3,0.4,0.37,2024-02-11,825,N20,VIIRS,n,2,307.04,1.88,D,0
21.509,72.73294,335.53,0.39,0.36,2024-02-11,825,N20,VIIRS,n,2,309.08,1.96,D,0
21.77556,72.9817,336.34,0.4,0.37,2024-02-11,825,N20,VIIRS,l,2,310.56,3.49,D,0
21.89881,72.66434,340.13,0.39,0.37,2024-02-11,825,N20,VIIRS,l,2,311.67,3.59,D,0
21.95479,72.81521,343.07,0.4,0.37,2024-02-11,825,N20,VIIRS,n,2,312.8,7.83,D,0
21.95815,72.81467,338.85,0.4,0.37,2024-02-11,825,N20,VIIRS,l,2,310.69,7.83,D,0
22.01178,72.74284,344.51,0.4,0.37,2024-02-11,825,N20,VIIRS,n,2,312.97,6.27,D,0
21.43225,72.97509,313.76,0.41,0.37,2024-02-11,2054,N20,VIIRS,n,2,282.43,1.3,N,0
21.68197,72.53529,295.87,0.4,0.37,2024-02-11,2054,N20,VIIRS,n,2,280.42,0.79,N,0
22.01631,72.74193,295.01,0.4,0.37,2024-02-11,2054,N20,VIIRS,n,2,278.56,0.33,N,0
21.56525,72.85818,340.15,0.46,0.39,2024-02-12,806,N20,VIIRS,n,2,296.75,4.52,D,0
21.92457,72.72224,340.37,0.47,0.39,2024-02-12,806,N20,VIIRS,n,2,298.74,7.08,D,0
21.8879,72.67568,331.73,0.59,0.7,2024-02-14,729,N20,VIIRS,l,2,304.13,3.99,D,0
22.01711,72.57224,332.25,0.54,0.68,2024-02-14,909,N20,VIIRS,n,2,304.94,2.6,D,0
