latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.40487,72.73686,301.69,0.54,0.42,2024-02-05,2106,N20,VIIRS,n,2,290.15,0.79,N,0
21.57628,72.82532,333.5,0.38,0.36,2024-02-06,819,N20,VIIRS,n,2,305.12,1.66,D,0
21.62228,72.81289,334.58,0.38,0.36,2024-02-06,819,N20,VIIRS,l,2,306.19,4.4,D,0
21.36549,72.7891,301.98,0.38,0.36,2024-02-06,2048,N20,VIIRS,n,2,289.49,0.28,N,0
21.47861,72.80557,302.09,0.38,0.36,2024-02-06,2048,N20,VIIRS,n,2,289.59,0.28,N,0
21.42869,72.81369,342.62,0.56,0.43,2024-02-07,800,N20,VIIRS,n,2,302.29,9.01,D,0
21.42872,72.81043,332.5,0.57,0.43,2024-02-07,800,N20,VIIRS,n,2,301.93,4.37,D,0
21.42968,72.8158,333.16,0.57,0.43,2024-02-07,800,N20,VIIRS,n,2,300.48,4.02,D,0
21.57821,72.86234,314.31,0.54,0.42,2024-02-07,2029,N20,VIIRS,n,2,276.78,2.26,N,0
21.69572,72.60204,322.34,0.56,0.43,2024-02-07,2029,N20,VIIRS,n,2,288.09,2.84,N,0
21.49277,72.80923,351.85,0.37,0.58,2024-02-08,741,N20,VIIRS,n,2,299.6,5.2,D,0
21.56773,72.87884,367,0.37,0.58,2024-02-08,741,N20,VIIRS,h,2,303.53,6.88,D,0
21.71946,72.69798,345.38,0.37,0.58,2024-02-08,741,N20,VIIRS,n,2,302.73,3.85,D,0
21.72038,72.69746,337.98,0.37,0.58,2024-02-08,741,N20,VIIRS,n,2,301.81,3.18,D,0
21.40745,72.97169,304.34,0.35,0.56,2024-02-08,2010,N20,VIIRS,n,2,283.36,0.89,N,0
21.78294,72.60783,309.91,0.37,0.58,2024-02-08,2010,N20,VIIRS,n,2,288.09,0.73,N,0
21.785,72.609,307.12,0.37,0.58,2024-02-08,2010,N20,VIIRS,n,2,287.94,0.78,N,0
21.76484,72.60896,329.81,0.75,0.77,2024-02-09,722,N20,VIIRS,n,2,300.14,7.63,D,0
21.76661,72.61598,340.6,0.75,0.77,2024-02-09,722,N20,VIIRS,n,2,299.24,11.69,D,0
21.76723,72.61487,351.15,0.75,0.77,2024-02-09,722,N20,VIIRS,n,2,299.36,12.95,D,0
21.75077,72.62169,334.7,0.43,0.62,2024-02-09,903,N20,VIIRS,n,2,301.65,1.37,D,0
21.7912,72.6611,336.72,0.43,0.62,2024-02-09,903,N20,VIIRS,n,2,302.56,2.87,D,0
21.74696,72.65663,306.43,0.44,0.62,2024-02-09,2131,N20,VIIRS,n,2,288.04,0.91,N,0
