latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.35021,72.95612,304,0.47,0.48,2024-03-21,2020,N20,VIIRS,n,2,293.43,1.4,N,0
21.35022,72.95824,307.39,0.47,0.48,2024-03-21,2020,N20,VIIRS,n,2,293.92,1.27,N,0
21.72347,72.6715,338.72,0.54,0.68,2024-03-22,732,N20,VIIRS,n,2,307.28,2.38,D,0
21.922,72.56239,336.32,0.55,0.68,2024-03-22,732,N20,VIIRS,l,2,310.47,7.16,D,0
21.82678,72.63967,336.94,0.63,0.72,2024-03-22,912,N20,VIIRS,n,2,308.55,3.53,D,0
21.84721,72.73569,343.64,0.64,0.72,2024-03-22,912,N20,VIIRS,n,2,314.12,6.09,D,0
22.01082,72.7238,338.95,0.64,0.72,2024-03-22,912,N20,VIIRS,l,2,312.48,6.95,D,0
21.96739,72.5592,348.49,0.57,0.52,2024-03-23,852,N20,VIIRS,n,2,319.69,18.74,D,0
21.74547,72.66479,324.9,0.56,0.52,2024-03-23,2120,N20,VIIRS,n,2,293.71,3.38,N,0
21.85323,72.64621,355.31,0.44,0.38,2024-03-24,831,N20,VIIRS,n,2,322.74,29.23,D,0
21.39535,72.95287,305.71,0.45,0.39,2024-03-24,2059,N20,VIIRS,n,2,293.15,0.46,N,0
21.43123,72.97787,326.41,0.45,0.39,2024-03-24,2059,N20,VIIRS,n,2,293.94,2.49,N,0
21.80383,72.9854,349.28,0.42,0.37,2024-03-25,811,N20,VIIRS,n,2,319.52,6.28,D,0
21.8072,72.98476,348.71,0.42,0.37,2024-03-25,811,N20,VIIRS,n,2,320.52,9.58,D,0
21.81485,72.71288,347,0.42,0.38,2024-03-25,811,N20,VIIRS,l,2,321.55,12.71,D,0
